Employee ID,First Name,Last Name,Gender,State,City,Job Title,Education Level,Birth Date,Hire Date,salary,Actual Salary,Department,promotion_last_5years,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,Termination Date
E21844,Bradley,Young,Female,New York,New York City,Operations Manager,Master's,14-12-1993,16-10-2020,high,92804,management,0,0.69,0.75,3,253,3,0,0,
E21845,Eric,Graham,Male,Illinois,Naperville,General Manager,Master's,10-03-1995,12-07-2022,high,80712,management,0,0.63,0.7,5,160,3,0,0,
E21846,Lynn,Flowers,Female,Texas,Dallas,Marketing Coordinator,Bachelor's,19-05-1991,22-11-2018,low,39612,marketing,0,0.76,0.62,5,230,3,1,0,
E21847,Ryan,Reid,Female,Texas,Houston,Account Manager,Bachelor's,01-08-1973,07-08-2024,low,38028,sales,0,0.62,0.76,5,198,3,0,0,29-01-2025
E21848,Amanda,Johnson,Female,Illinois,Chicago,Financial Analyst,Master's,16-05-1997,04-04-2020,low,42784,accounting,0,0.82,0.69,3,250,3,0,0,
E21849,Leroy,Moore,Female,Florida,Orlando,Customer Support,High School,31-01-1976,31-08-2019,low,47251,support,0,0.2,0.7,4,225,5,0,0,
E21850,Raymond,Martinez,Male,Florida,Miami,Data Scientist,Master's,06-03-2002,09-07-2016,low,48458,technical,0,0.16,0.7,3,178,3,1,0,
E21851,Thomas,Ball,Male,New York,New York City,General Manager,Master's,29-09-1969,13-11-2017,low,49199,management,0,0.2,0.78,4,196,3,0,0,
E21852,Robert,Wallace,Female,New York,New York City,Marketing Coordinator,Bachelor's,25-05-1986,23-12-2022,low,36229,marketing,0,0.53,0.51,4,240,2,0,0,
E21853,Colin,Ramos,Female,California,San Diego,Marketing Coordinator,Bachelor's,01-02-1972,27-07-2022,low,49351,marketing,0,0.71,0.63,3,204,3,0,0,19-09-2023
E21854,Jonathan,Velasquez,Male,Florida,Orlando,Marketing Coordinator,Bachelor's,03-02-1989,10-02-2019,low,48596,marketing,0,0.7,0.93,3,250,3,0,0,
E21855,Jerry,Taylor,Female,New York,New York City,Sales Representative,Bachelor's,13-07-1983,02-06-2021,low,33586,sales,0,0.92,0.94,2,224,2,0,0,
E21856,Steven,Jenkins,Female,Texas,Houston,Account Manager,Bachelor's,25-10-1994,17-09-2023,low,30847,sales,0,0.81,0.92,4,268,3,0,0,
E21857,Erin,Garcia,Female,Texas,Houston,Sales Representative,Bachelor's,23-04-1998,05-01-2020,low,41877,sales,0,0.79,0.62,5,167,3,0,0,
E21858,Keith,Garrison,Female,Illinois,Springfield,Sales Representative,Bachelor's,20-12-1970,07-04-2021,low,43747,sales,0,0.53,0.64,3,168,3,0,0,
E21859,Timothy,Thompson,Male,Florida,Tampa,Sales Representative,Bachelor's,17-12-1991,01-07-2017,low,46850,sales,0,0.51,0.56,4,168,2,0,0,
E21860,Brittney,Johnson,Male,California,San Diego,Sales Representative,Bachelor's,15-12-1964,02-07-2016,low,38106,sales,0,0.78,0.9,5,158,3,0,0,
E21861,Yvonne,Moore,Male,Illinois,Chicago,Sales Representative,Bachelor's,24-02-1973,23-07-2022,low,44789,sales,0,0.5,0.91,3,240,3,0,0,
E21862,James,Price,Male,New York,Buffalo,Sales Representative,Bachelor's,19-10-1996,08-06-2020,medium,50212,sales,0,0.92,1,4,261,4,0,0,
E21863,Chad,Moore,Male,Illinois,Naperville,Data Scientist,Master's,02-02-1978,07-01-2025,medium,53106,technical,0,0.59,0.54,4,176,2,0,0,
E21864,Cynthia,Harris,Female,New York,Buffalo,Technical Support,High School,06-05-1978,09-12-2016,medium,64270,support,0,0.77,0.55,3,217,3,0,0,
E21865,Donna,Mcgee,Male,Illinois,Springfield,Customer Support,High School,12-09-1984,06-07-2021,medium,67470,support,0,0.74,0.87,5,224,2,0,0,
E21866,Angelica,Pierce,Male,New York,Buffalo,Customer Support,High School,19-08-1981,17-12-2024,medium,78180,support,0,0.67,0.97,4,196,3,0,0,04-01-2025
E21867,Jackie,Hurley,Male,California,Los Angeles,Technical Support,High School,21-04-1992,22-05-2022,medium,59937,support,0,0.56,0.59,3,223,3,0,0,
E21868,Sandra,Willis,Male,California,San Diego,Technical Support,High School,04-01-1980,24-09-2016,medium,68396,support,0,0.84,0.44,5,131,5,1,0,
E21869,Kyle,Farley,Female,Florida,Orlando,Customer Support,High School,05-09-1986,20-05-2021,medium,55552,support,0,0.53,0.77,2,167,2,0,0,
E21870,Kelly,White,Male,Illinois,Naperville,Customer Support,High School,01-12-1985,30-06-2022,medium,56051,support,0,0.86,0.71,5,273,3,0,0,
E21871,Jeffrey,Carter,Male,Illinois,Chicago,Customer Support,High School,17-12-1987,11-04-2018,medium,79465,support,0,0.77,0.68,3,98,3,0,0,
E21872,Cheryl,Hamilton,Male,New York,Buffalo,Customer Support,High School,08-03-1983,30-06-2016,medium,65893,support,0,0.97,0.94,4,253,3,0,0,27-01-2019
E21873,Steven,Nelson,Female,New York,Buffalo,Technical Support,High School,05-03-1993,07-02-2019,medium,78737,support,0,0.69,0.87,5,174,3,0,0,
E21874,Zachary,Smith,Female,Illinois,Chicago,Customer Support,High School,28-05-1977,27-04-2016,high,97485,support,0,0.73,0.9,3,274,2,0,0,
E21875,Scott,Ferguson,Male,Illinois,Chicago,Software Engineer,Bachelor's,28-02-2001,31-12-2021,low,30782,technical,0,0.42,0.47,6,174,5,0,0,
E21876,Dawn,Wilson,Female,New York,Buffalo,Software Engineer,Bachelor's,01-05-1998,13-12-2020,medium,70951,technical,0,0.4,0.47,5,173,5,0,0,
E21877,Brett,Rush,Female,New York,Rochester,Data Scientist,Master's,28-04-1980,08-02-2025,medium,55987,technical,0,0.33,0.41,2,198,4,0,0,
E21878,Chris,Carr,Male,Illinois,Springfield,Operations Manager,Master's,16-11-1985,16-10-2019,medium,65396,management,0,0.68,0.66,3,238,2,0,0,
E21879,Mary,Stevens,Female,California,San Diego,IT Support,High School,19-04-1973,16-10-2023,medium,67877,IT,0,0.78,0.8,3,256,2,0,0,
E21880,Becky,Flynn,Female,California,Los Angeles,System Administrator,Bachelor's,12-12-1966,12-07-2016,low,49057,IT,0,0.92,0.6,3,179,2,0,0,12-05-2021
E21881,Melissa,Morris,Female,New York,Rochester,IT Support,High School,25-12-1979,20-07-2024,low,34192,IT,0,0.66,0.66,4,273,4,1,0,23-07-2024
E21882,Anthony,Anderson,Female,New York,New York City,IT Support,High School,23-06-1994,25-10-2019,low,41614,IT,0,0.6,0.45,3,104,4,0,0,
E21883,Andrew,Walker,Male,Texas,Houston,IT Support,High School,13-02-1975,07-09-2018,low,44201,IT,0,0.86,0.83,4,208,3,1,0,
E21884,Nancy,Myers,Female,Texas,Austin,Business Analyst,Master's,17-03-1983,04-09-2020,low,31717,product_mng,0,0.61,0.49,3,275,2,0,0,
E21885,Joel,Smith,Male,Florida,Miami,Business Analyst,Master's,19-06-1972,23-08-2023,low,44998,product_mng,0,0.71,0.68,3,231,2,1,0,
E21886,Daniel,Reyes,Female,Texas,Houston,Business Analyst,Master's,01-02-1970,23-05-2020,low,37050,product_mng,0,0.86,0.62,4,186,3,0,0,
E21887,Donna,Collins,Female,Texas,Dallas,Business Analyst,Master's,23-03-1993,02-05-2017,low,31411,product_mng,0,0.96,0.59,3,241,3,0,0,11-06-2022
E21888,Timothy,Martin,Female,New York,Rochester,System Administrator,Bachelor's,26-06-1978,28-05-2023,low,46192,IT,0,0.7,0.54,3,194,2,1,0,
E21889,Joel,Terry,Female,Florida,Orlando,General Manager,Master's,05-04-1982,17-09-2022,high,110913,management,1,0.38,0.49,4,196,3,0,0,
E21890,Susan,Kennedy,Female,Florida,Tampa,General Manager,Master's,28-04-1983,15-03-2024,high,88934,management,1,0.39,0.75,6,185,3,0,0,
E21891,Bradley,Hill,Female,California,Los Angeles,General Manager,Master's,15-03-1997,04-04-2024,high,86265,management,1,0.49,0.4,2,148,2,1,0,
E21892,Mary,Hardy,Female,Texas,Austin,Operations Manager,Master's,20-05-1995,31-07-2023,high,88840,management,1,0.78,0.62,4,150,3,0,0,
E21893,Sheila,Clark,Female,Texas,Dallas,General Manager,Master's,09-03-1994,30-01-2020,high,80623,management,1,0.74,0.79,5,121,5,0,0,
E21894,Ryan,Miller,Male,Texas,Dallas,General Manager,Master's,17-10-1997,24-03-2016,high,113969,management,1,0.82,0.76,4,266,3,0,0,
E21895,Brian,Williams,Male,Florida,Tampa,Account Manager,Bachelor's,22-08-1969,25-10-2021,low,41018,sales,0,0.6,0.42,2,109,6,0,0,
E21896,Jacob,Acevedo,Male,Texas,Houston,Sales Representative,Bachelor's,09-01-1983,23-06-2018,low,41142,sales,0,0.72,0.99,3,143,4,0,0,
E21897,Jill,Stein,Female,Texas,Austin,Sales Representative,Bachelor's,25-03-1979,22-11-2020,low,45784,sales,0,0.73,0.97,3,174,3,0,0,
E21898,Tracy,Bennett,Female,Illinois,Chicago,Sales Representative,Bachelor's,28-02-1996,13-04-2023,medium,67527,sales,0,0.89,0.55,4,159,2,0,0,
E21899,Melissa,Johnson,Male,Texas,Dallas,Sales Representative,Bachelor's,24-09-1999,13-05-2023,medium,69605,sales,0,0.74,0.94,4,157,2,0,0,
E21900,Amber,Collins,Female,Florida,Orlando,Sales Representative,Bachelor's,24-12-1987,20-02-2016,medium,69465,sales,0,0.83,0.57,2,222,2,0,0,
E21901,Gerald,Jones,Male,Florida,Miami,Account Manager,Bachelor's,01-04-1970,07-01-2020,medium,70180,sales,0,0.24,0.88,5,199,5,1,0,
E21902,Gregory,Collins,Male,California,Los Angeles,Sales Representative,Bachelor's,17-04-1986,15-02-2020,medium,77556,sales,0,0.93,0.89,3,255,7,1,0,
E21903,Mary,Young,Male,Texas,Austin,Sales Director,Master's,11-06-1991,27-04-2022,medium,59531,sales,0,0.96,0.62,4,253,7,0,0,
E21904,Brad,Carlson,Female,California,Los Angeles,Sales Representative,Bachelor's,15-05-1976,26-04-2017,medium,78394,sales,0,0.16,0.68,5,149,7,1,0,
E21905,Olivia,Miranda,Female,New York,New York City,Account Manager,Bachelor's,19-11-1970,06-10-2022,medium,59965,sales,0,0.21,0.85,6,285,7,0,0,27-06-2024
E21906,Kelly,Duke,Male,Florida,Miami,Sales Representative,Bachelor's,11-11-1986,26-11-2023,medium,73955,sales,0,0.69,0.54,3,164,7,0,0,11-11-2024
E21907,Leah,Gonzalez,Male,California,Los Angeles,Sales Representative,Bachelor's,30-03-1976,04-03-2024,medium,56800,sales,0,0.66,0.96,3,243,3,1,0,
E21908,Rhonda,Cook,Female,California,Los Angeles,Sales Representative,Bachelor's,15-03-1989,17-04-2021,medium,71844,sales,0,0.67,0.39,2,207,7,0,0,
E21909,Christopher,White,Male,Texas,Houston,Sales Representative,Bachelor's,25-06-1995,18-04-2020,medium,57760,sales,0,0.85,0.58,4,186,7,0,0,16-09-2024
E21910,Alexis,Garcia,Male,California,Los Angeles,Sales Representative,Bachelor's,07-08-1996,04-09-2017,high,104576,sales,0,0.37,0.92,4,211,7,0,0,
E21911,Amanda,Blackburn,Female,Florida,Miami,Sales Representative,Bachelor's,14-11-2002,13-06-2023,low,36772,sales,0,0.64,0.64,2,190,3,0,0,
E21912,Ralph,Sloan,Female,Texas,Austin,Sales Representative,Bachelor's,12-02-2002,03-07-2018,medium,51880,sales,0,0.91,0.82,2,241,3,0,0,
E21913,Cody,Saunders,Male,Texas,Austin,Account Manager,Bachelor's,23-01-1965,24-06-2020,medium,69502,sales,0,0.96,0.68,3,206,3,0,0,
E21914,Sabrina,Lopez,Female,California,San Francisco,Sales Director,Master's,08-01-1998,16-10-2018,medium,72314,sales,0,0.74,0.7,4,273,3,0,0,
E21915,Antonio,Turner,Male,New York,Buffalo,Sales Representative,Bachelor's,24-11-1965,17-02-2023,medium,72470,sales,0,0.94,0.99,2,157,3,0,0,
E21916,Stacey,Mccarthy,Male,Texas,Dallas,Account Manager,Bachelor's,14-10-1991,27-02-2016,low,32735,sales,0,0.37,0.72,3,183,2,0,0,
E21917,Tammy,Jones,Male,Florida,Orlando,Sales Representative,Bachelor's,24-01-1991,20-11-2016,low,46754,sales,0,0.92,0.85,3,151,6,1,0,25-08-2017
E21918,Jesse,Miller,Male,Illinois,Naperville,Sales Representative,Bachelor's,06-02-1977,14-05-2021,low,37236,sales,0,0.86,0.72,3,217,3,0,0,
E21919,Alicia,Jackson,Male,Florida,Miami,Sales Representative,Bachelor's,01-12-1964,27-05-2023,low,38260,sales,0,0.66,0.49,5,235,8,1,0,
E21920,Sara,Duran,Male,California,San Francisco,Sales Representative,Bachelor's,27-10-1971,26-01-2020,low,32082,sales,0,0.19,0.61,4,127,8,0,0,
E21921,Joshua,Vaughn,Male,New York,Buffalo,Account Manager,Bachelor's,16-09-1972,17-06-2024,low,37908,sales,0,0.65,0.61,5,167,8,0,0,
E21922,Robert,Molina,Male,Florida,Miami,Sales Representative,Bachelor's,30-09-1980,26-06-2016,low,39480,sales,0,0.92,0.44,3,260,8,0,0,
E21923,Taylor,Black,Male,California,Los Angeles,Sales Representative,Bachelor's,10-10-1995,26-04-2018,low,36712,sales,0,0.83,0.8,3,240,8,0,0,
E21924,Tammy,Gonzalez,Male,Florida,Miami,Account Manager,Bachelor's,15-05-1984,08-05-2016,low,41864,sales,0,0.94,0.82,4,187,3,0,0,08-01-2024
E21925,Tracy,Kidd,Female,Florida,Tampa,Sales Representative,Bachelor's,02-02-1991,24-12-2022,low,34965,sales,0,0.42,0.69,3,126,2,0,0,
E21926,Julian,Thomas,Female,Illinois,Chicago,Account Manager,Bachelor's,05-07-1994,06-09-2016,low,40644,sales,0,0.78,0.53,6,168,3,0,0,
E21927,Garrett,Hill,Male,Illinois,Springfield,Account Manager,Bachelor's,05-09-1989,22-02-2024,low,40613,sales,0,0.58,0.76,4,197,5,0,0,
E21928,Robert,Adams,Female,Illinois,Springfield,Account Manager,Bachelor's,04-01-1975,20-02-2021,low,31300,sales,0,0.5,0.64,2,170,8,0,0,
E21929,Jamie,Fletcher,Male,Illinois,Naperville,IT Support,High School,03-10-1970,08-08-2023,low,49825,IT,0,0.82,0.76,3,219,8,1,0,
E21930,Amanda,Washington,Female,New York,New York City,Business Analyst,Master's,17-07-1966,10-06-2020,low,32139,product_mng,0,0.97,0.92,6,137,8,1,0,
E21931,Samuel,Zuniga,Female,Illinois,Springfield,Business Analyst,Master's,15-08-1976,03-05-2019,low,35887,product_mng,0,0.8,0.93,3,225,4,0,0,
E21932,Jacob,Davis,Male,Texas,Houston,Product Manager,Master's,17-10-1977,28-02-2017,low,46490,product_mng,0,0.82,0.84,3,194,3,0,0,
E21933,Cindy,Flowers,Female,Texas,Houston,Product Manager,Master's,30-04-1991,01-10-2016,low,38892,product_mng,0,0.95,0.99,5,251,4,0,0,
E21934,Sheila,Smith,Male,Illinois,Naperville,IT Support,High School,28-06-1984,30-06-2022,low,40064,IT,0,0.88,0.51,5,195,4,0,0,
E21935,Stephanie,Gates,Female,California,San Francisco,Operations Manager,Master's,11-10-1971,08-07-2016,high,100125,management,1,0.5,0.86,3,180,7,0,0,
E21936,Jackie,Lawrence,Male,New York,Buffalo,Operations Manager,Master's,20-02-1969,08-11-2018,high,109964,management,1,0.53,0.8,2,225,7,1,0,
E21937,John,Ross,Female,Florida,Miami,Operations Manager,Master's,12-10-1996,28-07-2016,high,99005,management,1,0.82,0.74,3,229,7,0,0,
E21938,Sabrina,Castillo,Female,California,Los Angeles,Operations Manager,Master's,26-11-1975,07-08-2016,high,108142,management,1,0.15,0.74,6,144,7,0,0,
E21939,James,Walker,Female,Illinois,Chicago,General Manager,Master's,11-11-1992,01-09-2023,high,113377,management,1,0.92,0.7,3,129,3,0,0,24-12-2024
E21940,Hannah,Decker,Female,California,San Diego,General Manager,Master's,03-02-1978,21-07-2018,high,107641,management,1,0.53,0.74,3,172,10,0,0,
E21941,Rodney,Mercado,Male,California,San Francisco,Marketing Manager,Master's,31-03-1981,24-10-2017,medium,62989,marketing,0,0.58,1,4,220,10,0,0,
E21942,Steven,Turner,Male,Florida,Miami,Account Manager,Bachelor's,20-07-1991,26-07-2022,medium,71284,sales,0,0.88,0.74,3,273,10,0,0,
E21943,Michael,Chang,Male,New York,New York City,Financial Analyst,Master's,07-06-1984,28-04-2021,medium,50807,accounting,0,0.85,0.72,3,245,10,0,0,
E21944,Kevin,Woods,Male,Florida,Tampa,Customer Support,High School,16-01-1969,26-03-2019,medium,76745,support,0,0.99,0.68,5,264,10,1,0,
E21945,Jim,Pitts,Female,Florida,Miami,Data Scientist,Master's,15-04-1980,25-12-2020,medium,58000,technical,0,0.94,0.73,3,268,10,0,0,
E21946,Kimberly,Suarez,Male,Florida,Orlando,Operations Manager,Master's,21-05-1999,17-04-2024,medium,72560,management,0,0.63,0.94,3,172,3,0,0,
E21947,Jason,Gentry,Female,Florida,Orlando,Marketing Coordinator,Bachelor's,24-03-1996,22-06-2020,medium,69473,marketing,0,0.85,0.9,3,245,3,0,0,
E21948,Danielle,Cruz,Male,Texas,Houston,Marketing Manager,Master's,06-11-1977,22-11-2021,medium,76918,marketing,0,0.95,0.66,5,192,3,0,0,
E21949,Randy,Green,Male,Texas,Dallas,Marketing Coordinator,Bachelor's,05-02-1973,07-04-2016,high,85021,marketing,0,0.71,0.66,3,268,4,0,0,
E21950,Francisco,Chavez,Female,Texas,Dallas,Account Manager,Bachelor's,03-12-1993,18-10-2017,low,40154,sales,0,0.49,0.88,4,244,3,0,0,
E21951,Kyle,Johnson,Male,Florida,Tampa,Sales Director,Master's,01-04-1990,08-02-2022,medium,54549,sales,0,0.71,0.69,4,222,4,0,0,
E21952,Alicia,Rios,Male,California,San Francisco,Sales Representative,Bachelor's,29-06-1977,20-05-2017,medium,66895,sales,0,0.52,0.62,5,239,2,0,0,
E21953,Nicole,Solomon,Female,New York,Buffalo,Sales Representative,Bachelor's,17-10-1964,28-09-2023,medium,78955,sales,0,0.48,0.72,3,143,4,0,0,
E21954,Brandon,Estrada,Male,New York,New York City,Account Manager,Bachelor's,09-04-1984,12-02-2023,medium,79194,sales,0,0.82,0.79,3,160,3,0,0,10-12-2024
E21955,Tiffany,Wong,Female,California,Los Angeles,Sales Representative,Bachelor's,21-07-1989,19-01-2017,low,41468,sales,0,0.83,0.76,2,255,7,0,0,17-08-2018
E21956,Melissa,Lopez,Female,Texas,Dallas,Account Manager,Bachelor's,01-04-1965,23-11-2017,low,31730,sales,0,0.85,0.87,4,152,7,0,0,
E21957,Ann,Kent,Female,Illinois,Chicago,Account Manager,Bachelor's,06-07-1996,21-05-2017,low,36692,sales,0,0.57,0.64,4,226,7,0,0,
E21958,John,Evans,Female,Illinois,Chicago,System Administrator,Bachelor's,29-11-1989,22-02-2022,low,37202,IT,0,0.16,0.63,5,266,7,0,0,
E21959,Renee,Brandt,Female,Florida,Orlando,Business Analyst,Master's,22-02-1991,28-12-2016,low,45296,product_mng,0,0.85,0.64,5,256,7,0,0,
E21960,Jon,Suarez,Male,California,San Diego,Product Manager,Master's,25-09-1983,31-05-2017,low,31443,product_mng,0,0.82,0.67,3,198,3,1,0,
E21961,Marie,Ramsey,Male,Florida,Tampa,Product Manager,Master's,12-10-1978,19-02-2022,low,47630,product_mng,0,0.9,0.89,4,254,7,0,0,
E21962,Michael,Williamson,Female,Illinois,Naperville,Product Manager,Master's,19-06-1993,05-08-2017,low,44489,product_mng,0,0.92,0.64,2,104,7,0,0,
E21963,Gary,Guzman,Male,California,San Diego,System Administrator,Bachelor's,20-06-2002,19-05-2019,low,43200,IT,0,0.9,0.48,4,136,7,0,0,26-10-2020
E21964,Courtney,Mcmillan,Female,Texas,Dallas,System Administrator,Bachelor's,08-07-1999,28-10-2021,low,38890,IT,0,0.82,0.8,5,205,3,0,0,
E21965,Deborah,Chambers,Male,California,San Francisco,IT Support,High School,07-02-1993,16-03-2019,low,39445,IT,0,0.84,0.81,4,236,3,1,0,07-11-2020
E21966,Amber,Lawson,Female,Texas,Dallas,IT Support,High School,27-02-1968,09-04-2024,low,45834,IT,0,0.92,0.65,3,176,3,0,0,
E21967,Austin,Thomas,Male,New York,New York City,System Administrator,Bachelor's,27-10-1997,26-05-2022,low,37020,IT,0,0.82,0.82,3,148,3,0,0,27-10-2024
E21968,Melissa,Morris,Female,Illinois,Springfield,IT Support,High School,29-07-1979,25-02-2023,low,39479,IT,0,0.8,0.8,4,146,3,1,0,
E21969,Jason,Walker,Female,Texas,Houston,IT Support,High School,15-02-1977,28-11-2021,low,30555,IT,0,0.6,0.85,3,242,2,0,0,
E21970,Emma,Ross,Male,Illinois,Naperville,Marketing Manager,Master's,19-09-1977,08-09-2016,high,84157,marketing,0,0.14,0.38,5,115,6,1,0,
E21971,Kristina,White,Male,Illinois,Springfield,Accountant,Bachelor's,16-03-1985,27-01-2021,high,90988,accounting,0,0.85,0.89,4,150,3,0,0,
E21972,Alexis,Smith,Male,New York,New York City,Accountant,Bachelor's,13-03-1966,05-12-2020,high,108533,accounting,0,0.55,0.81,3,239,8,0,0,
E21973,Michael,Clay,Female,Texas,Austin,IT Support,High School,10-11-1964,13-02-2022,medium,77001,IT,0,0.49,0.71,4,178,8,0,0,
E21974,David,Wolf,Male,Florida,Tampa,System Administrator,Bachelor's,10-04-1974,24-06-2020,medium,65178,IT,0,0.82,0.58,5,263,8,0,0,
E21975,Michael,Johnson,Female,California,Los Angeles,General Manager,Master's,01-08-1964,27-12-2024,high,111018,management,0,0.59,0.77,3,272,8,0,0,
E21976,Michele,Alexander,Male,Florida,Tampa,Marketing Manager,Master's,03-08-1996,09-04-2023,medium,69827,marketing,0,0.9,0.82,3,133,8,0,0,
E21977,Lindsay,Chapman,Male,California,San Diego,Marketing Manager,Master's,18-09-1987,15-02-2024,medium,63687,marketing,0,0.62,0.72,3,149,3,1,0,
E21978,Michael,Cooper,Female,Illinois,Chicago,Marketing Manager,Master's,31-01-2000,25-03-2017,medium,61744,marketing,0,0.61,0.68,3,193,2,0,0,28-09-2017
E21979,Jacqueline,Torres,Female,California,San Francisco,Sales Director,Master's,12-10-1995,27-09-2019,medium,54743,sales,0,0.52,0.55,5,174,3,1,0,
E21980,Joan,Garcia,Male,New York,Rochester,Account Manager,Bachelor's,20-09-1969,24-03-2023,medium,53855,sales,0,0.79,0.87,4,223,5,0,0,
E21981,Philip,Jackson,Male,New York,New York City,Sales Representative,Bachelor's,23-04-1975,02-10-2020,medium,70893,sales,0,0.49,0.89,4,201,8,0,0,
E21982,Patrick,Campos,Female,Illinois,Chicago,Account Manager,Bachelor's,23-11-1987,13-05-2024,medium,75472,sales,0,0.73,0.67,2,139,8,0,0,
E21983,Joel,Atkins,Male,Florida,Miami,Account Manager,Bachelor's,23-06-1972,19-10-2024,medium,77610,sales,0,0.67,0.49,5,241,8,0,0,
E21984,Joshua,Harris,Female,Illinois,Springfield,Sales Representative,Bachelor's,05-06-1980,31-12-2021,medium,58052,sales,0,0.52,0.61,4,187,4,1,0,
E21985,Jason,Erickson,Male,Florida,Miami,Sales Representative,Bachelor's,20-01-1989,29-12-2016,medium,79355,sales,0,0.72,0.64,4,192,3,0,0,
E21986,Hunter,Grant,Male,Florida,Miami,IT Support,High School,07-09-1979,15-02-2018,medium,66005,IT,0,0.48,0.5,5,142,4,0,0,
E21987,Gina,Bruce,Female,Texas,Houston,Product Manager,Master's,08-12-1966,09-06-2023,medium,62994,product_mng,0,0.19,0.79,4,229,4,0,0,
E21988,Ivan,Young,Male,California,Los Angeles,Business Analyst,Master's,15-07-1997,11-12-2018,high,108324,product_mng,0,0.49,0.49,3,104,7,0,0,
E21989,Melissa,Ford,Male,Texas,Austin,Business Analyst,Master's,27-11-1977,05-01-2018,low,41582,product_mng,0,0.9,0.76,3,255,7,0,0,
E21990,Doris,Hall,Male,Texas,Austin,Business Analyst,Master's,05-06-1966,07-05-2016,medium,74350,product_mng,0,0.49,0.49,4,212,7,0,0,
E21991,Amy,Russell,Male,Texas,Austin,IT Support,High School,26-12-1985,30-04-2020,medium,73329,IT,0,0.6,0.53,2,235,7,0,0,
E21992,Melody,Ramos,Male,New York,New York City,System Administrator,Bachelor's,01-07-1971,07-01-2023,medium,61672,IT,0,0.62,0.85,3,237,3,1,0,
E21993,Nicholas,Gomez,Female,Florida,Miami,General Manager,Master's,15-02-1974,04-12-2023,high,101815,management,1,0.64,0.5,4,253,10,0,0,
E21994,Stephanie,Rivers,Female,Florida,Tampa,Operations Manager,Master's,08-05-1971,01-05-2024,high,116466,management,1,0.22,0.94,3,193,10,0,0,
E21995,Katherine,Waters,Male,Illinois,Springfield,Operations Manager,Master's,16-07-1990,09-09-2023,high,98183,management,1,0.9,0.55,3,259,10,1,0,16-07-2024
E21996,Kristen,Tucker,Male,Florida,Miami,General Manager,Master's,12-01-1989,08-08-2016,high,115482,management,1,0.74,0.95,5,266,10,0,0,
E21997,Sonia,Mitchell,Male,Texas,Austin,Operations Manager,Master's,24-05-1987,02-08-2024,high,92447,management,1,0.85,0.54,3,185,10,0,0,
E21998,Larry,Ellis,Female,Texas,Austin,Marketing Coordinator,Bachelor's,07-10-1966,23-07-2024,high,88588,marketing,1,0.33,0.65,3,172,10,0,0,17-10-2024
E21999,Jennifer,Brown,Male,Illinois,Naperville,System Administrator,Bachelor's,13-11-1968,11-02-2019,low,39375,IT,0,0.5,0.73,4,180,3,0,0,
E22000,Stephanie,Harris,Female,California,San Francisco,Sales Representative,Bachelor's,13-06-1976,26-11-2022,low,47265,sales,0,0.38,0.53,2,157,3,0,1,
E22001,Amy,Ramirez,Male,Texas,Houston,Sales Representative,Bachelor's,31-03-1979,16-11-2021,medium,74948,sales,0,0.8,0.86,5,262,6,0,1,28-08-2022
E22002,Gregory,Mccarthy,Female,Illinois,Naperville,Sales Representative,Bachelor's,23-10-1973,13-02-2016,medium,75771,sales,0,0.11,0.88,7,272,4,0,1,
E22003,Tara,Jones,Male,Florida,Tampa,Sales Representative,Bachelor's,08-12-1988,27-09-2024,low,36950,sales,0,0.72,0.87,5,223,5,0,1,
E22004,Lindsey,Parker,Female,California,San Diego,Sales Representative,Bachelor's,23-11-1968,23-06-2017,low,40811,sales,0,0.37,0.52,2,159,3,0,1,
E22005,Oscar,Collins,Female,New York,Buffalo,Sales Representative,Bachelor's,26-04-1965,10-03-2024,low,34461,sales,0,0.41,0.5,2,153,3,0,1,
E22006,Karen,Harris,Male,California,San Diego,Sales Representative,Bachelor's,16-12-1987,18-10-2020,low,30521,sales,0,0.1,0.77,6,247,4,0,1,08-02-2021
E22007,Nathan,Schneider,Female,California,San Francisco,Sales Representative,Bachelor's,10-05-1981,08-09-2019,low,41760,sales,0,0.92,0.85,5,259,5,0,1,
E22008,Adam,Lewis,Female,Florida,Miami,Sales Representative,Bachelor's,03-10-1966,17-05-2019,low,46153,sales,0,0.89,1,5,224,5,0,1,
E22009,Eric,Cole,Male,New York,Buffalo,Sales Director,Master's,12-11-2001,10-09-2022,low,41473,sales,0,0.42,0.53,2,142,3,0,1,
E22010,Cassandra,Lawrence,Female,California,San Francisco,Account Manager,Bachelor's,17-11-1975,21-04-2020,low,33571,sales,0,0.45,0.54,2,135,3,0,1,
E22011,David,Murphy,Female,Florida,Orlando,Sales Director,Master's,05-08-1987,14-02-2020,low,37668,sales,0,0.11,0.81,6,305,4,0,1,27-08-2022
E22012,Lori,Baker,Female,California,Los Angeles,Sales Representative,Bachelor's,03-03-1992,14-01-2019,low,36394,sales,0,0.84,0.92,4,234,5,0,1,
E22013,Michael,Davies,Female,New York,New York City,Account Manager,Bachelor's,07-07-1992,10-04-2024,low,37344,sales,0,0.41,0.55,2,148,3,0,1,
E22014,Robert,Rasmussen,Male,Texas,Houston,Sales Representative,Bachelor's,19-05-1975,23-01-2021,low,45725,sales,0,0.36,0.56,2,137,3,0,1,
